Time - soundlvl	Amplitude - soundlvl	Unnamed: 2	Unnamed: 3	Frequency (Hz) - soundlvl (Power Spectrum)	Amplitude - soundlvl (Power Spectrum)
0.0285	1.35923			2850.0	6.23706e-06
0.02855	1.37453			2855.0	3.24458e-06
0.0286	1.35413			2860.0	4.29498e-06
0.02865	1.40514			2865.0	5.63472e-06
0.0287	1.33372			2870.0	1.8377e-06
0.02875	1.30056			2875.0	4.66446e-07
0.0288	1.44086			2880.0	7.83161e-06
0.02885	1.50463			2885.0	8.64481e-06
0.0289	1.46636			2890.0	9.00995e-07
0.02895	1.32352			2895.0	1.14012e-06
0.029	1.26995			2900.0	7.67065e-06
0.02905	1.34137			2905.0	2.62417e-06
0.0291	1.4332			2910.0	7.10973e-06
0.02915	1.51483			2915.0	1.91402e-05
0.0292	1.52503			2920.0	1.69378e-05
0.02925	1.53523			2925.0	1.12871e-05
0.0293	1.50718			2930.0	5.32415e-06
0.02935	1.48932			2935.0	8.73082e-06
0.0294	1.44596			2940.0	6.90056e-06
0.02945	1.37709			2945.0	3.3163e-06
0.0295	1.34648			2950.0	3.23748e-06
0.02955	1.49697			2955.0	1.83167e-06
0.0296	1.55819			2960.0	1.4037e-06
0.02965	1.50973			2965.0	1.30254e-06
0.0297	1.44086			2970.0	1.5671e-07
0.02975	1.30311			2975.0	9.43201e-07
0.0298	1.27505			2980.0	4.05569e-06
0.02985	1.29801			2985.0	5.95742e-06
0.0299	1.4077			2990.0	2.44018e-06
0.02995	1.44596			2995.0	2.04116e-06
0.03	1.39239			3000.0	5.56542e-06
