Time - soundlvl	Amplitude - soundlvl	Unnamed: 2	Unnamed: 3	Frequency (Hz) - soundlvl (Power Spectrum)	Amplitude - soundlvl (Power Spectrum)
0.02435	1.40514			2435.0	2.7122e-07
0.0244	1.38474			2440.0	8.24505e-07
0.02445	1.4128			2445.0	8.32432e-07
0.0245	1.40514			2450.0	3.21376e-07
0.02455	1.38729			2455.0	1.04121e-06
0.0246	1.41535			2460.0	2.18494e-07
0.02465	1.4179			2465.0	3.92416e-07
0.0247	1.4077			2470.0	4.59316e-07
0.02475	1.38474			2475.0	2.35862e-07
0.0248	1.40514			2480.0	4.46577e-07
0.02485	1.43575			2485.0	9.88782e-07
0.0249	1.45361			2490.0	6.07444e-07
0.02495	1.4128			2495.0	2.9367e-07
0.025	1.42045			2500.0	3.14274e-07
0.02505	1.45106			2505.0	7.01215e-07
0.0251	1.46636			2510.0	4.87593e-06
0.02515	1.46891			2515.0	6.01768e-06
0.0252	1.423			2520.0	2.973e-06
0.02525	1.41025			2525.0	2.79046e-07
0.0253	1.41535			2530.0	2.14346e-08
0.02535	1.45106			2535.0	2.17095e-07
0.0254	1.49442			2540.0	7.51349e-07
0.02545	1.43575			2545.0	7.71971e-07
0.0255	1.36688			2550.0	7.56504e-07
0.02555	1.37198			2555.0	9.56718e-07
0.0256	1.38984			2560.0	2.04081e-06
0.02565	1.34648			2565.0	3.18265e-06
0.0257	1.37964			2570.0	1.73446e-06
0.02575	1.38474			2575.0	1.23595e-06
0.0258	1.33117			2580.0	4.46545e-07
0.02585	1.33882			2585.0	8.19888e-07
0.0259	1.35158			2590.0	3.25812e-06
0.02595	1.34393			2595.0	1.06572e-06
0.026	1.30821			2600.0	1.72316e-08
0.02605	1.30566			2605.0	3.44414e-07
0.0261	1.36433			2610.0	4.34659e-07
0.02615	1.38474			2615.0	8.13974e-07
0.0262	1.37198			2620.0	1.16954e-06
0.02625	1.34393			2625.0	1.03768e-06
0.0263	1.31076			2630.0	2.58899e-06
0.02635	1.33882			2635.0	5.96067e-06
0.0264	1.36178			2640.0	2.58144e-06
0.02645	1.37198			2645.0	5.75908e-07
0.0265	1.35158			2650.0	2.75773e-06
0.02655	1.30056			2655.0	6.20169e-07
0.0266	1.31587			2660.0	7.68486e-06
0.02665	1.32352			2665.0	8.1054e-06
0.0267	1.34903			2670.0	1.99196e-05
0.02675	1.35668			2675.0	1.54688e-05
0.0268	1.33372			2680.0	3.21542e-06
0.02685	1.30056			2685.0	2.14091e-06
0.0269	1.37198			2690.0	1.56773e-05
0.02695	1.37709			2695.0	1.31442e-05
0.027	1.33882			2700.0	7.86957e-06
0.02705	1.38474			2705.0	4.85849e-06
0.0271	1.36433			2710.0	1.04735e-06
0.02715	1.35923			2715.0	2.37328e-06
0.0272	1.4179			2720.0	1.93476e-06
0.02725	1.45871			2725.0	1.23148e-07
0.0273	1.43575			2730.0	5.51929e-07
0.02735	1.4179			2735.0	8.40214e-07
0.0274	1.39494			2740.0	1.61993e-06
0.02745	1.41535			2745.0	9.62626e-07
0.0275	1.46636			2750.0	1.26076e-06
0.02755	1.47402			2755.0	2.63743e-06
0.0276	1.42555			2760.0	4.1706e-06
0.02765	1.43575			2765.0	1.04861e-05
0.0277	1.46381			2770.0	1.06177e-05
0.02775	1.44341			2775.0	3.80404e-06
